ID	#ofRT	HashTags	TweetId	Date	TweetText	Output	URLs	User	Numbers
20	50	WhitePeople	8.63591815051694E+017	2017-05-13 23:45:06	"Which group is the most oppressed?

"			MWMWWWWWWWWWMWM	2135
150	65	WhitePeople	8.63591923574911E+017	2017-05-14 00:15:19	"Is there such thing as white privilege?

"			trumpocrat	2132
1674	0	WhitePeople	8.6359322103672E+017	2017-05-14 03:14:03	"The Govt census now considers Hispanics white.
What is all of this fuss?
  "			RayKoagel	2125
139	70	WhitePeople	8.63591910287577E+017	2017-05-14 02:33:36	 is trending for everyone to hate on Whites and If your a white male who's proud of his heritage you're a racist fucking NAZI	NAZI		RedPilled88	2122
1571	1		8.63593142745842E+017	2017-05-14 02:50:24	"Wait, what? This makes no sense. How can a group of people not have a ""culture""? Everyone has culture. "			word_in_edgewis	2118
217	154	WhitePeople	8.6359197860019E+017	2017-05-14 01:54:12	"When  set their minds towards a goal there is nothing they cannot accomplish.
Be proud of your heritage… "			NathanielGSmith	2107
260	4	WhitePeople	8.63592014025183E+017	2017-05-14 02:37:06	" Don't Lose Your Head
Children as young as five turned into executioners   via… "		http://dailym.ai/2rbZcdu	58Nodoubt	2096
32	829	WhitePeople	8.63591821984662E+017	2017-05-13 23:05:34	Without , blacks would still be in slavery. My ancestors fought and died to end it. Where are my repara… 			hrt2know	2091
1268	141		8.63592887056978E+017	2017-05-14 00:56:20	No society ever thrived because it had a large and growing class of parasites living off those who produce. ~Thomas… 			dianedavis8180	2089
1220	1		8.63592839686402E+017	2017-05-14 01:32:03	"Villain to the left ✔
Developed the most successful tolerant societies in history ✔
Now let leftists try to destroy them✔
 
"			SF_ProudBoys	2084
1209	2	WhitePeople	8.63592832434528E+017	2017-05-14 03:07:47	I'm an anti-racist so that means I hate all 			KurtPzrLehr	2080
1741	7		8.63593282357613E+017	2017-05-13 23:33:18	tariq na-sherlock holmes at it again 		https://twitter.com/tariqnasheed/status/863536636059045888	_TheRevelator	2077
411	105	whitepeople	8.6359213425077E+017	2017-05-13 23:13:33	"Take a look at Trump supporters on the  hashtag - totally ""not-racist"" "	Trump		fancynancysays	2076
252	1	WhitePeople, WhiteHistoryMonth	8.63592010401423E+017	2017-05-14 03:06:38	@BancoRana @Rambobiggs  need TRUE Equality 			Walkingstickm2n	2075
312	0	whitepeople	8.63592043901211E+017	2017-05-14 03:09:22	Yikes  is full of some serious, top notch shit			posteverythinga	2068
26	23	WhitePeople	8.63591819870744E+017	2017-05-14 02:46:38	Not really sure why  would be trending. Sad to see many fellow liberals are attacking my skin color while republicans defend it.			ktd101551	2067
446	0		8.63592166911816E+017	2017-05-14 03:09:52	@ferree_g @_Makada_ Democrats tried to normalize hatred against whites for political power, that's what nappened. Right @johngreen? 		https://twitter.com/i/web/status/863592166911815680	JizzCannon	2060
877	0	whitepeople, MAGA	8.63592554620756E+017	2017-05-14 03:11:24	I'm not , but my husband is and we love Trump, because in spite of the dummies on the left, he is 			BeachSideKnits	2055
574	84	WhitePeople	8.63592266832773E+017	2017-05-13 22:02:13	""" fought to free themselves, then they fought to free black people, then they fought to free women."" -H… "			LoveOurPeoples	2054
1104	0		8.63592740705231E+017	2017-05-14 03:12:08	As do I. Very grateful to ancestors who came 2 USA LEGALLY to give me blessing of Freedom! RT if you are too! 		https://twitter.com/irmahinojosa_/status/863584204285661184	madmommab	2053
1631	0	WhitePeople	8.63593188790985E+017	2017-05-14 03:13:55	 at least I don't fuck my son like Mexican fem do lolol			Felisha83819049	2052
713	0		8.6359240722031E+017	2017-05-14 03:10:49	Correct. If you're not racist, nothing about this should offend you. 👏🏼 		https://twitter.com/jrwoke/status/863584031295885315	heatherg	2050
663	198	dank, WhitePeople	8.63592360898429E+017	2017-05-14 00:10:09	"When your mom passes the family school shooting gun down to you ..
  "			torisparksxo	2038
1354	0		8.6359296096068E+017	2017-05-14 03:13:01	This tweet is what this hashtag should be used for 		https://twitter.com/tony7perfect/status/863581920394788864	TechBug2012	2037
794	0		8.6359247064637E+017	2017-05-14 03:11:04	Who ever told U 2B ashamed? Atrocities commited by Europeans against indigenous people worldwide NOTHING2 B rejoicing N. Europeans R Great! 	Europeans	https://twitter.com/i/web/status/863592470646370305	MichelStumvoll	2035
106	120		8.63591880407355E+017	2017-05-14 00:14:30	"I've never been asked by POC to feel ashamed for my skin color. Ironic as POC are told to feel ashamed for theirs every day.

"			harbend	2032
1902	0		8.63593428948537E+017	2017-05-14 03:14:52	"(((us)))

You have to go back. "		https://twitter.com/XV1980/status/863587799034773505	JDVandersnoot	2031
792	0		8.63592467874161E+017	2017-05-14 03:11:03	Shut up, you shithouse. 		https://twitter.com/ResistTrump7/status/863574174081572865	ImGregCook	2026
1250	0	WhitePeople	8.63592871697543E+017	2017-05-14 03:12:40	 it's been fun and remember stay white keep out of the sun stop taking heroin quit sleeping with your kids and you'll prosper			SoulFunktionMCR	2024
1485	0	WhitePeople	8.63593076773794E+017	2017-05-14 03:13:28	Yo did y'all peep this hashtag trending? Lmao cus why 			YourFavoriteEx_	2017
18	20	BlackGirlMagic	8.63591814955237E+017	2017-05-14 03:01:15	Thx. Please forward the name of your plastic surgeon. And which  lips did u opt for? Small, medium,… 			Muthawalker	2013
158	0		8.63591930709651E+017	2017-05-14 03:08:55	Can I rt this 10 times?🙃 		https://twitter.com/armastrangelo/status/863585260549922817	emmygrace2016	2010
298	4	WhitePeople	8.63592038117159E+017	2017-05-14 02:21:21	 problems 			TheFactualGamer	2009
1796	0	WhitePeople	8.63593332857069E+017	2017-05-14 03:14:29	 lives will always matter			sawmilltaters	2001
965	0	WhitePeople	8.63592624065716E+017	2017-05-14 03:11:41	"@Xintani_ 👈just make some shit up..no one will care.
 "			RubberBlon	1992
1064	14	WattersWorld, JudgeJeanine, Whitepeople	8.63592708069347E+017	2017-05-14 00:59:44	"What's up Chuck.
   "			dcgilltx	1986
1957	0	WhitePeople	8.63593481645589E+017	2017-05-14 03:15:05	@lxrdkayy I just HATE when Liberals accuse NICE  Trump supporters &amp; GOP racist! Breaks my heart! 	Liberals accuse NICE Trump		TeaTraitors	1985
1765	0	whitepeople	8.63593304054804E+017	2017-05-14 03:14:23	why is  trending? 			zagthehuman	1984
1404	0	WhitePeople, WhitePeople	8.63593011963408E+017	2017-05-14 03:13:13	": we are conquerors! Be proud of your white skin! 

Also : REVERSE RACISM IS AS BAD AS RACISM "		https://twitter.com/i/web/status/863593011963408384	SonMcGillicuddy	1983
557	0		8.63592255789167E+017	2017-05-14 03:10:13	Not a conservative but I kind of agree with this 		https://twitter.com/armastrangelo/status/863585260549922817	TechBug2012	1978
1175	0		8.63592805041656E+017	2017-05-14 03:12:24	I agree!I'm proud to be white too &amp; everyone should be proud of their race no matter what, it's just showing God gratitude.  	God	https://twitter.com/i/web/status/863592805041655808	colettey6	1976
1045	0	WhitePeople	8.63592690608484E+017	2017-05-14 03:11:56	 need to relax, take a breath and be noble, magnanimous and partner up to make America safe again	America		R46408488	1975
34	0	WhitePeople	8.63591824753078E+017	2017-05-14 03:08:30	 got these POCs scared. Nice going fam. 		https://twitter.com/Rammel_23/status/863588013741416448	JDVandersnoot	1974
324	0	WhitePeople	8.63592052331868E+017	2017-05-14 03:09:24	"Blocked.

 only "		https://twitter.com/KeirstenAndress/status/863591617336418304	JDVandersnoot	1970
1857	0	whitepeople	8.63593389429735E+017	2017-05-14 03:14:43	I'm proud to be a Anglo Celtic Australian get mad left winged social justice cunts  	Anglo Celtic Australian		reaperthegrim31	1965
1237	162	WhitePeople	8.63592852198236E+017	2017-05-13 23:59:19	 is trending. I'd like to thank white people for all of this. 			finnationalist	1964
59	0	WhitePeople	8.63591844101345E+017	2017-05-14 03:08:35	"you have 2 admit
""Liberty University"" is silly from bar 1.
 how absurd do they need to get?
"	Liberty University		88weighted	1957
397	71	WhitePeople	8.63592125384061E+017	2017-05-14 02:04:31	"I love all people, we are all created in God's image... sad that liberals start to forget about i!
 "	God		VSigourney1	1955
1169	0		8.6359279794491E+017	2017-05-14 03:12:22	"White ppl love using MLK as some kind of example of ""the good blacks""ism. 

Especially since he can't speak for himself. Assassinated &amp; all. "		https://twitter.com/i/web/status/863592797944909824	BlackNerdJade	1952
216	616	WhitePeople	8.63591977773933E+017	2017-05-13 22:19:19	I love  &amp; I'm sick of all the hate that's spewed at them from racist minorities &amp; liberals who suffer f… 			ladihawke65	1950
288	22	WhitePeople	8.63592032836739E+017	2017-05-14 02:16:12	 is trending because of bot accounts. 			pete122661	1949
568	0	WhitePeople	8.63592261141099E+017	2017-05-14 03:10:14	Proud of my culture, Proud of my people's history. B4 America there was no end to slavery in sight. Slavery? We shit it down 	America		NotATrollololo	1947
421	77	WhitePeople	8.63592148591153E+017	2017-05-13 22:55:09	"Liberals see racism where it doesn't exist
 "			ETVT	1938
789	0	WhitePeople	8.63592467089596E+017	2017-05-14 03:11:03	 @realbrockturner here you go asshole.The privilege of being white. While an African American would have done life 4 what u did			ZigChigurh88	1936
354	317		8.63592079351571E+017	2017-05-13 23:43:12	Since we are on the subject of racism, spot the difference between the real Juno Mission team and Google's interpre… 	Juno Mission,Google		kosmosflux	1932
1865	0		8.63593399185797E+017	2017-05-14 03:14:45	😂🤦🏾‍♀️I swear Trump supporters be saying the dumbest shit to make an uproar. 	Trump	https://twitter.com/lxrdkayy/status/863582760182657025	chiIdishburgos	1926
161	378	whitepeople	8.63591934471926E+017	2017-05-14 00:34:55	"I see a sea of RED PEOPLE!

Dems want you to believe they're all  😂 "			clark7950	1925
500	185	WhitePeople, WhiteGenocide	8.63592213443482E+017	2017-05-14 00:11:11	" are less than 8% of the worlds population!  

Protect real diversity! Fight ! "			finnationalist	1924
472	0	DeadEnd	8.63592189741466E+017	2017-05-14 03:09:57	self-segregation by SOME militant niggaz  		https://twitter.com/PolitiDiva/status/863552295572819970	TeaPartyStance	1923
230	4	WhitePeople, WhitePeople	8.63591992793514E+017	2017-05-14 03:05:29	Funny how everyone loves to hate , yet everyone wants to live in the great western civilizations  created 🙄			LCMarsh2	1916
763	0		8.63592449117237E+017	2017-05-14 03:10:59	"So many white cucks.
This wont get you pussy
At least not any worth while "		https://twitter.com/cmclymer/status/863548477833445376	fufabunny	1914
914	0	WhitePeople	8.6359258923203E+017	2017-05-14 03:11:32	 Lucky I'm 1/64 Crow, allows me to escape the whole white guilt thing.	Crow		ebell_missouri	1912
618	0	WhitePeople	8.63592315813868E+017	2017-05-14 03:10:27	 got no style. 			EscapeVelo	1908
1976	0	WhitePeople	8.63593499618189E+017	2017-05-14 03:15:09	dear fellow , we are awkward. oh well. hug a person of color. it may not improve anything but hugs are nice.			calvinhahcomedy	1906
1393	0		8.63592998772367E+017	2017-05-14 03:13:10	How about the ability to not be that smart but can still win an election... that's just one... 		https://twitter.com/deplorablekash/status/863591888330383360	MapAnalyst	1903
198	1	WhitePeople, BlackPeople	8.63591961172689E+017	2017-05-14 03:07:48	" are fine.  are also fine.

No matter your race, you're capable of being racist. Don't do that. No one likes a cunt."			Felisha83819049	1902
1859	0		8.63593389782163E+017	2017-05-14 03:14:43	This happens when you don't know history. Wonder if she knows those racists jumped to @GOP when LBJ passed Civil Rights Laws...  	LBJ	https://twitter.com/i/web/status/863593389782163456	SpiceMasa	1900
30	0	Commie, WhitePeople	8.63591726614794E+017	2017-05-14 03:08:07	The words and beliefs that my words reflect built and nurtured this nation. Get a clue .  		https://twitter.com/LadyBugz528/status/863590906619887616	Conservative220	1892
20	0	Eurovision, UFC211, Portugal, WhitePeople	8.63591719463301E+017	2017-05-14 03:08:05	Bill and Hillary Clinton Body Count   i   	Bill,Hillary Clinton Body	http://www.youtube.com/watch?v=b1ZAqCi1mhs	TureChapa	1888
1947	0	WhitePeople, PoetryFlow	8.63593475715084E+017	2017-05-14 03:15:04	When Black People lights go out, we plan it. When  lights go out, they PANIC!  😂😂😂😂			BiGoddess_85	1882
25	21	WhitePeople	8.63591818709144E+017	2017-05-14 00:37:02	"The age of guilt is over.

 "			TheFunEndsNow	1871
611	1	whitepeople	8.63592307664323E+017	2017-05-14 03:08:21	since  is trending (???) here are some insightful words for your saturday night 			bambinohes	1870
31	80	WhitePeople	8.63591822005809E+017	2017-05-14 02:42:25	Liberals, every time you make a comment about , say the exact same thing, but change the race, then hear how ignorant you sound.			RedPilled88	1868
1871	0	WhitePeople	8.63593404583862E+017	2017-05-14 03:14:47	Lighter shade of brown 			RScandle	1865
1127	62	WhitePeople	8.63592756643365E+017	2017-05-13 23:28:37	Liberalism does strange things to your brain.  			dgdocter12	1864
562	0	whitepeople, crabpeople	8.63592257550766E+017	2017-05-14 03:10:13	So Twitter can just let  trend like it's nothing, but if  were trending then there would be riots in the streets. 	Twitter	https://twitter.com/i/web/status/863592257550766080	stin_Smith	1859
349	0		8.63592074645557E+017	2017-05-14 03:09:30	The sooner the better.. know your place... 		https://twitter.com/jeffgiesea/status/863533643947552768	AetherOfLove	1857
3	101	WhitePeople	8.63591697711862E+017	2017-05-14 02:38:13	I love . Don't be ashamed of your race or loving your heritage because it's a taboo now. I love my European heritage. 🇺🇸👌🏼			shooberto	1846
52	15	WhitePeople	8.63591839542034E+017	2017-05-14 00:29:49	"We're. Not. Sorry. 

 "			TheFunEndsNow	1844
1606	57	WhitePeople	8.63593172919869E+017	2017-05-13 23:17:12	The left is vilifying an entire race of people based on their own stereotypes &amp; prejudices of  . Hypocrites!			grodri56	1837
474	2		8.6359219134788E+017	2017-05-14 02:47:24	you're so brave thank you for sharing your story 		https://twitter.com/AshleyWarrior/status/863537846724030465	Goobinator02	1834
1759	0		8.63593294294593E+017	2017-05-14 03:14:20	we hate white people like youuuu not all of them babygirl 		https://twitter.com/kmberly4trump/status/863581068447842305	WhenYourePretty	1831
362	2	WhitePeople	8.63592092043489E+017	2017-05-14 03:01:18	 are alright.			ChrisTechBrown	1826
1456	0	whitepeople, SideEye, deadEye	8.63593049477313E+017	2017-05-14 03:13:22	"When  say they wanna 'make America great again' ..  



They are either
complete selfish asses
or Ignant af "	America	https://twitter.com/i/web/status/863593049477312516	9t_9p	1823
422	3	WhitePeople	8.63592148922388E+017	2017-05-14 03:05:22	" aren't the problem

White LIbs are

👉Fought for slavery
👉Enacted Jim Crow
👉Founded KKK


 "	Jim Crow👉Founded KKK		Michael72172097	1822
1532	0	WhitePeople	8.63593117165007E+017	2017-05-14 03:13:38	Girl...what's happening in this tag 			sailor_misty	1820
195	0	zacbrownbandlive, WhitePeople, svengoolie, CHIvSEA, Gutfeld, JJWCC2017	8.63591958865822E+017	2017-05-14 03:09:02	 ,  ,  , Sounders ,  ,  , Hansel Robles , Gignac , 	Sounders,Hansel Robles,Gignac		nipponupdate	1818
209	0	WhitePeople	8.63591970551194E+017	2017-05-14 03:09:05	 *enslaved people to get out of their own work &amp; stopped those same ppl from getting educations* : we built this country.			zakeeakardash	1812
902	2	love, WhitePeople	8.63592576900891E+017	2017-05-14 02:49:48	  love white everything! 		https://twitter.com/AshleyWarrior/status/863537846724030465	Goobinator02	1810
1302	0		8.63592919088865E+017	2017-05-14 03:12:51	"@fdell3 hey! Vladimir Caddie guy!

It seems there's a Gopher in my pant.
NO, I AM NOT GLAD TO SEE YOU!

 "	Vladimir Caddie	https://twitter.com/i/web/status/863592919088865280	CheetahPizzas	1809
402	40	WhitePeople	8.63592127279891E+017	2017-05-14 01:02:03	"""*OUR* race built this civilization!""
""What about slavery and genocide?""
""Hey, *I* wasn't a part of that...""

"			Rosie_Zadinia	1807
1375	3	WhitePeople	8.63592978853638E+017	2017-05-14 03:01:22	"Pssst.. The Constitution was written up and signed by  😲😲 ""them crackers so evil trying to make a civilized society and shit"" 😂😂"	Constitution		VSigourney1	1801
50	0	whitepeople	8.63591743522038E+017	2017-05-14 03:08:11	Just so everyone knows, we don't claim the white people crying how they're oppressed in the  hashtag. They're on their own. 		https://twitter.com/i/web/status/863591743522037760	King_Dennis13	1798
11	959		8.63591806767911E+017	2017-05-13 23:46:53	"Liberals cry ""racism"" whenever somebody says something they disagree with yet leftists love to openly promote racism against ."			PhilipBeamSr	1796
1634	0		8.63593190967915E+017	2017-05-14 03:13:56	Why don't you? You don't think white people don't like black people? How's the love in Africa? Or Asia and India? Do They love white people? 	Africa,Asia,India	https://twitter.com/i/web/status/863593190967914496	Trumpforpres4	1790
1019	1	whitepeople, crabpeople	8.63592672585495E+017	2017-05-14 03:10:13	So Twitter can just let  trend like it's nothing, but if  were trending then there would be… 	Twitter		J0hnnyKapahala	1781
32	219	WhitePeople	8.63591729592664E+017	2017-05-13 22:41:33	Why are nations founded by  the most free &amp; tolerant? There are Currently slaves in Africa &amp; Middle East yet whites are evil..	Africa,Middle East		doc_redpilled	1777
1245	0	WhitePeople	8.63592861996126E+017	2017-05-14 03:12:37	buuuuuttt  kinda screwed all that up in the past and today soooo racism remains 		https://twitter.com/ethanmo55/status/863591531952865281	Jrwoke	1774
675	3	whitepeople	8.63592371321061E+017	2017-05-14 02:44:12	 is trending....... I will use it as an excuse to post bikini pics 😘 			Katie_for_fun	1769
1826	0		8.63593361063768E+017	2017-05-14 03:14:36	Sre you going to denounce this overt racism in your name, @GOP, @RNC, &amp; @TNGOP? 		https://twitter.com/TEN_GOP/status/863570027819270145	Newsericks	1768
1357	0		8.63592962277745E+017	2017-05-14 03:13:01	Wait. Wait. Look over here. Trump put Russian dressing on his salad!!!  Let's get a special prosecutor because nothing else bad is happening 		https://twitter.com/i/web/status/863592962277744641	BBindib	1766
1659	9	whitepeople	8.63593210958013E+017	2017-05-14 00:10:26	White lives matter. 	White		drewwood30	1765
625	15	WhitePeople, America	8.63592322918998E+017	2017-05-04 14:39:53	'Cause  are the problem w  		https://twitter.com/kwilli1046/status/859941635236474880	JessePershall	1764
1374	105	WhitePeople, whitepeople	8.63592978643911E+017	2017-05-13 23:28:39	 freed my ancestors. Dont understand the hate. No quarrel from me here. Carry on  😎 			hotvoltage	1761
175	31		8.63591945943228E+017	2017-05-14 02:55:02	Native Americans and gentrified communities may have a word about this... 		https://twitter.com/slfrexit/status/863535812725616640	missnvni	1759
1790	10	WhitePeople	8.63593327370936E+017	2017-05-14 02:42:50	Ok I have done my best to mock the   hashtag. Now it's time for this cracka to sleep ...			JadedByPolitics	1756
899	0	WhitePeople	8.63592573964665E+017	2017-05-14 03:11:29	"
Video: Was the Tower of Babel Real?
"	Tower of Babel Real	http://www.smithsonianchannel.com/videos/some-very-compelling-evidence-the-tower-of-babel-was-real/55877?an=featured	tonyr951	1755
1738	0	WhitePeople	8.6359328107001E+017	2017-05-14 03:14:17	 Can someone name the number of genocides committed by Blacks? We know for the Whites...Thanks in advance.			Kings_Secret	1741
2068	0	WhitePeople, lynching	8.63593566341354E+017	2017-05-14 03:15:25	No surprise that Tang is in office and   is trending. I am sure next week  will be on top	Tang		DaKcStork	1739
35	0		8.63591825843663E+017	2017-05-14 03:08:30	It's actually the hat that sells you as a white supremacist but keep trying, sweaty :))))) 		https://twitter.com/lxrdkayy/status/863582760182657025	vanetti	1738
359	0	WhitePeople	8.63592087660491E+017	2017-05-14 03:09:33	"""You don't understand our struggle! The Dow was down two points today!"" "	Dow		vanetti	1735
852	0		8.63592530679665E+017	2017-05-14 03:11:18	Your Tude is what more people have got to realize is the only way to combat this politically correct idea that there is eternal white guilt! 		https://twitter.com/i/web/status/863592530679664640	donald_aper	1732
27	24		8.63591819946467E+017	2017-05-14 00:34:25	I'm white &amp; I get it. It's bulllllshit 		https://twitter.com/DebunkRacistH8/status/863533662914129925	ojoan	1720
2	0	Eurovision, UFC211, Portugal, WhitePeople	8.63591699452371E+017	2017-05-14 03:08:00	George Soros Feels No Guilt In Helping The Nazis   i   	George Soros	http://www.youtube.com/watch?v=_HpR0Gcd1m8	TornadoRhoy	1715
13	0	WhitePeople	8.63591809892668E+017	2017-05-14 03:08:26	There sure are a lot of stupid  who voted for Cankles. 			LiberalsRpsyco	1711
100	175	WhitePeople	8.63591874107462E+017	2017-05-13 22:12:29	"You hate us because you ain't us.. 

Seriously, who's the most racist people on earth right now in 2017? 

🍓🍦 
"			ScienceGuy66	1710
750	69	WhitePeople	8.63592437637403E+017	2017-05-14 00:51:59	 our women are beautiful and strong. It's up to you to continue reproducing with your own in order to s… 			livncuckooland	1709
409	203		8.63592129280561E+017	2017-05-14 01:04:23	"Dentist : ur teeth are so white 
Her : how white they are ?
Teeth: *colonize half the world* 
Dentist : pretty fuck… "			DhatVulcha	1708
2096	1	BatShitCrazy	8.63593586608095E+017	2017-05-14 03:10:44	The Left is  @chuckschumer &amp; @nancypelosi should be committed or imprisoned They are intentionally try… 			LisaTomaino	1704
891	0	whitepeople	8.63592564804522E+017	2017-05-14 03:11:26	 can y'all niggas become extinct already, damn... I know it don't take that damn long 			HeyImBaejuh	1702
