ID	#ofRT	HashTags	TweetId	Date	TweetText	Output	URLs	User	Numbers
165	724	WhitePeople	8.63591937940619E+017	2017-05-13 21:42:28	 shouldn't feel guilty about something we didn't do. You weren't a slave and I didn't own one. You get no reparations from me!!			k_jean57	1699
1157	0	WhitePeople	8.63592790818685E+017	2017-05-14 03:12:20	 shouldn't be a thing, ever. Just like how any race trending isn't and shouldn't be acceptable.			Gareth_Tarlo	1689
591	0		8.63592288743637E+017	2017-05-14 03:10:21	affirmative 		https://twitter.com/ProudWhite666/status/863575401850949638	RayycerX	1683
1319	5		8.63592932078694E+017	2017-05-14 02:17:37	All Dems know...Name calling, riots, looting, fake news against Trump, destroy America for vindictiveness rather th… 	Trump,America		moreenie31	1676
4	0	Eurovision, UFC211, Portugal, WhitePeople	8.63591700836401E+017	2017-05-14 03:08:00	Hillary Clinton in 1975: Defends a Child Rapist   i   	Hillary Clinton	http://www.youtube.com/watch?v=gEJQf0DDZxc	VadKarina	1674
93	103		8.63591865827836E+017	2017-05-14 01:09:52	What in the hell does this have to do with white people? 		https://twitter.com/LittleMissFlint/status/863561800629047296	TheFactualGamer	1668
1075	0	WhitePeople	8.63592717397488E+017	2017-05-14 03:12:03	Choose your tradition  be your color and go back to tradition or join the Muslim tradition by force. This is your last freedom 		https://twitter.com/i/web/status/863592717397487616	ThirdReiched	1665
620	0		8.63592317243933E+017	2017-05-14 03:10:27	Shallow minded black people who are also liberals are taking the bait. 		https://twitter.com/_makada_/status/863566984390246400	MySoulPanteth	1659
1067	84	WhitePeople	8.6359270976385E+017	2017-05-14 00:25:10	"Without separating Americans by skin color, liberals would have no influence. 

Don't let them divide us. 
"			mikehicks415	1655
1483	0	whitepeople	8.63593076526383E+017	2017-05-14 03:13:28	 classic twitter	twitter		unsubmimique	1652
1629	1		8.63593188388483E+017	2017-05-14 03:12:24	I agree!I'm proud to be white too &amp; everyone should be proud of their race no matter what, it's just showing God gr… 	God		lindathomas102	1641
1207	0		8.6359283082401E+017	2017-05-14 03:12:30	we love everyone with good will 		https://twitter.com/TEN_GOP/status/863575724262903808	TeaPartyStance	1639
26	7		8.63591724333118E+017	2017-05-14 01:10:39	"Dear Libs,
If you bring nothing but knives and drama to the table, don't be surprised when your guests get up and l… "			kpalmer60	1634
2031	2	WhitePeople, YouNeedWhiteMenForThat	8.63593534783455E+017	2017-05-14 02:59:08	 Want space exploration?  		https://twitter.com/trump2016fan/status/863555381376765954	gunfightingmick	1633
1235	17	WhitePeople	8.63592852026262E+017	2017-05-14 02:40:46	You think a  hashtag is racist? 😂😂😭😭 I'm dying, you don't know what racism is 💀 		https://twitter.com/emmyraes98/status/863570491050741760	not_korpo	1631
72	0	WhitePeople	8.63591852053848E+017	2017-05-14 03:08:36	 Are actually lizards because we turn green,red,purple,pink,yellow,and grey. Face it, we're fucking rainbows.			Roishock	1629
1462	0	WhitePeople	8.63593053491126E+017	2017-05-14 03:13:23	Some  enjoy reading the classics.... 			cobaltwest	1614
1419	7	WhitePeople	8.63593019844563E+017	2017-05-14 02:42:06	"
✔️Freed the slaves
✔️Defeated Hitler"			ElizabethVlaho1	1608
1581	0	whitepeople	8.63593150752928E+017	2017-05-14 03:13:46	 crack head threatened to shoot me tonight while i was on my porch and i live in a nice town. color has no bias stupid people			WiJohnson4Trump	1606
1932	53	WhitePeople	8.63593453887816E+017	2017-05-13 21:35:27	 are supposed to have white privilege but someone stole mine and made me work for every dime i got,i was robbed!			TheFunEndsNow	1604
2135	65		8.63593620431032E+017	2017-05-14 00:53:39	The word 'racism' is like ketsup. It can be put on practically and demanding evidence makes you 'racist.'~Sowell… 			AtheistEnigma	1602
1639	0		8.63593193908163E+017	2017-05-14 03:13:56	@KodiGaddis This is the kind of tweet that liberals &amp; others are horrified by: 		https://twitter.com/zombie_american/status/863585368381153280	janersm	1597
496	0		8.63592211354534E+017	2017-05-14 03:10:02	Over 600k Rep died to stop it. We have nothing 2 do / it. Democrats have brainwashed people they think we're stupid. 		https://twitter.com/Stevenwhirsch99/status/863509774444482560	BESTHSA	1595
1332	0	WhitePeople	8.63592943617278E+017	2017-05-14 03:12:57	Why is this trending? We are all one. 			Robby_Farland	1582
771	0	whitepeople	8.6359245401199E+017	2017-05-14 03:11:00	We need to stop comparing people based on their race and start looking at each individuals character. 			blsasar	1581
23	401	whitepeople	8.63591722420498E+017	2017-05-13 23:17:19	POLL: How do you feel about the prospect of  becoming a minority in the US?			Imperfect10n	1580
572	71	WhitePeople	8.635922654109E+017	2017-05-13 23:35:33	The only example of institutional racism is race-based Affirmative Action. 			TradCon	1579
901	0	WhitePeople	8.63592575822942E+017	2017-05-14 03:11:29	"YOU WERE'NT KANGZ!

 on the other hand... "		https://twitter.com/VapingLitWolf/status/863587853095272452	JDVandersnoot	1577
1704	0	WhitePeople	8.63593247154852E+017	2017-05-14 03:14:09	"@emjayale Slavery was Muslim.
Still is.
DUH
 "			Walkingstickm2n	1576
123	0	TheFreshPrinceOfBelAir, WhitePeople, CarltonBanks	8.63591896463094E+017	2017-05-14 03:08:47	Thanks to  the stereotype that  can't DANCE didn't exist 4 me.  I ❤ you &amp; it's not unusual 😉 		https://twitter.com/i/web/status/863591896463093760	SummerRoseDream	1571
406	102	WhitePeople	8.63592128181678E+017	2017-05-13 23:32:31	Hate crimes against  are real despite all that your 'gender studies' professor taught you. 			cy_frost	1570
126	166		8.63591899608822E+017	2017-05-14 00:25:25	I've been given a privilege because of my skin. The right thing to do is to fight for other races to have what I have had. 			NickMadincea13	1557
342	32		8.63592068727308E+017	2017-05-13 23:22:13	Racism wouldn't exist if white peoplr didn't create the social construct of race. 		https://twitter.com/riyasharma266/status/863533609499582464	velvetskank	1556
1834	7	WhitePeople	8.63593370374951E+017	2017-05-14 02:12:25	Turkey and mayo sandwiches 	Turkey		aWllsJereym	1554
1544	0	whitepeople	8.63593125792686E+017	2017-05-14 03:13:40	United we stand, divided we fall. Are we not all of the human race?   it's not your fault			RealHappyshizno	1553
1015	0		8.63592671776051E+017	2017-05-14 03:11:52	They sure do thrive on it they don't care what is good for the country it's all about them 		https://twitter.com/realvinniejames/status/863525030449295360	jamesg2613	1547
931	115	whitepeople	8.63592602372903E+017	2017-05-14 01:28:02	.Science fiction? Or just a matter of time? If left up to @TheDemocrats it will be the end of … 			nathan521	1544
394	0	WhitePeople	8.63592124389962E+017	2017-05-14 03:09:41	I think the  hashtag is a Russian bot operation designed to cause discourse on all sides. It worked I see			theMattyKakes	1542
69	20	WhitePeople	8.63591849155592E+017	2017-05-14 02:37:32	Racist   are the problem and that's why the sane white people arent offended by this hashtag			Slade201192	1541
1397	4		8.63593005672018E+017	2017-05-14 00:34:42	Robbed &amp; killed other civilizations &amp; then took credit for their accomplishments* fixed it for you sis 			cclari_nb	1540
66	128	WhitePeople, Triggered	8.63591845690987E+017	2017-05-14 00:31:25	 is trending, so I'm just gonna leave this here...  			ArneAlvarado	1532
714	43		8.63592407639757E+017	2017-05-13 23:13:01	Grateful for white men who recognize their societal privilege, and use it to empower women &amp; people of color. Mad respect guys! 			cmbsweden	1524
906	0		8.63592579492958E+017	2017-05-14 03:11:30	You get none.  Your ancestors started this shit back in the mid 1400's. 		https://twitter.com/Stevenwhirsch99/status/863530686929670146	AetherOfLove	1519
988	2	WhitePeople	8.63592646513767E+017	2017-05-14 02:17:43	 are the only only racial group in this country who is accused of racism on a daily basis. When most of it today is against us!			violin002	1517
86	212		8.63591861683982E+017	2017-05-14 00:23:02	Didn't y'all kill him? 		https://twitter.com/mikandynothem/status/863536480215379968	BlackNerdJade	1515
602	0		8.63592298931769E+017	2017-05-14 03:10:23	"Created and built on the back of Black slaves you mean.

I fixed it for you. "	Black	https://twitter.com/disspat/status/863591064032092160	cmbsweden	1501
2053	4	WhitePeople	8.63593553083081E+017	2017-05-14 02:45:52	You'll miss us.  			CorintheansXIII	1499
40	123		8.63591832680378E+017	2017-05-14 00:20:29	"There's little more childish than a white person losing their shit because someone asks them to consider other experiences.

"			3illSweet	1498
390	1	WhitePeople	8.63592122750046E+017	2017-05-14 03:06:41	@Trend_Spitter Making fun of  is going out of style fast. Just a heads up.			OldSchoolfan12	1486
1577	1		8.63593146860614E+017	2017-05-14 00:08:41	Flip &amp; RT this poll... 		https://twitter.com/JonJ_L973/status/863517331733061633	9975Ts	1485
37	0	Eurovision, UFC211, Portugal, WhitePeople	8.63591826254553E+017	2017-05-14 03:08:30	George Soros thinks he's God   i   	George Soros,God	http://articles.latimes.com/2004/oct/04/opinion/oe-ehrenfeld4	TopzShriraj	1483
737	1	WhitePeople	8.63592427764011E+017	2017-05-14 02:32:40	"  There are two kinds of republicans; 

Billionaires and Suckers. 

Check your wallet to see which one you are."	Billionaires		jordantylandyln	1470
138	0		8.63591909377421E+017	2017-05-14 03:08:50	I actually say this and shout it out of windows while riding through The District. Gentrification is why Our girls are missing.. ..sooo... 	The District	https://twitter.com/i/web/status/863591909377421312	AetherOfLove	1469
316	447	WhitePeople	8.63592045751017E+017	2017-05-13 21:14:04	"This says it all!
 "			Isilchaser	1468
1517	45	WhitePeople	8.63593108369359E+017	2017-05-14 00:48:46	Liberals policies have enslaved minorities to the state.  			dianedavis8180	1467
41	0	WhitePeople	8.63591733875151E+017	2017-05-14 03:08:08	BAD ASS  			msm_polls	1466
2052	66	WhitePeople	8.6359355286918E+017	2017-05-13 21:47:39	Dear  			longgoneblond	1462
659	0	LOSERS	8.63592357865951E+017	2017-05-14 03:10:37	Actually, they are admitting that they're ! 		https://twitter.com/Pappiness/status/863553735615811585	Newsericks	1460
1665	233		8.63593214724514E+017	2017-05-14 00:10:25	Officer William Stacy caught this starving mother stealing eggs. What did he do? Delivered two truckloads of food t… 	Officer William Stacy		SOldmixon	1458
1708	0	WhitePeople	8.63593248312377E+017	2017-05-14 03:14:09	"Nobody can pull the ""qualified"" excuse on me when we see a Congress full of only  who stink at their job. "	Congress	https://twitter.com/i/web/status/863593248312377344	ZakCMcGaugh	1456
665	0		8.63592363016565E+017	2017-05-14 03:10:38	Did some people really need to be told that? 		https://twitter.com/sahluwal/status/863591440403673089	Gary_Walker96	1449
172	0	WhitePeople	8.635919438126E+017	2017-05-14 03:08:58	Can someone please tell me something  can do without killing themselves that's not racist at this point?			silence_above	1442
1091	0		8.63592727790973E+017	2017-05-14 03:12:05	He so upset that white people getting call on their bs 		https://twitter.com/PrisonPlanet/status/863527400679800834	DavisKarrissa	1441
821	84	DAFF	8.63592495409713E+017	2017-05-13 20:55:18	"""We didn't talk about race because we didn't have to. It didn't affect us."" This is very common for non-POC. … "			cmbsweden	1438
1822	0		8.63593357708149E+017	2017-05-14 03:14:35	Or it could be the hat 		https://twitter.com/lxrdkayy/status/863582760182657025	whats_habenin	1425
695	0	whitepeople	8.63592392573714E+017	2017-05-14 03:10:45	@KeifyG I keep tellin people one of the worst things you can do in America is tell  the truth of their history here and across the globe	America	https://twitter.com/i/web/status/863592392573714432	miickeytankbank	1423
214	0		8.63591973537555E+017	2017-05-14 03:09:05	I may not like m o s l e m s, unlike you, you racist I don't wish them dead. Hypocrite Idiot 		https://twitter.com/ResistTrump7/status/863574174081572865	OZzSue1	1419
9	0	WhitePeople	8.63591805819826E+017	2017-05-14 03:08:25	When do you think  are going to remember that they forced their language on us 🤔 		https://twitter.com/zander9899/status/863581508438831104	mielhija	1417
1405	0		8.6359301431226E+017	2017-05-14 03:13:14	"Fourth Reich Is among us. First of all, you mocked us, insulted us, called us racist, we'll see who raises again soon. 

 "		https://twitter.com/i/web/status/863593014312259584	rut1ger	1416
190	601	WhitePeople	8.63591957267796E+017	2017-05-13 23:29:12	I was wondering why  was trending and I see it's a bunch of WHITE SUPREMACISTS trying to hide their racism behind all white ppl	WHITE SUPREMACISTS		cetsi97	1411
1000	0	WhitePeople	8.63592658098426E+017	2017-05-14 03:11:49	@BasedElizabeth You mean picture the world without numerous genocides, Holocaust, and Colonialism.  Looks good from this side. 			amaliik3	1405
37	0		8.63591733765878E+017	2017-05-14 03:08:08	Reality is that not all lives matter, this will be winner take all 		https://twitter.com/L14WS1/status/863588740677029888	altrite1	1404
1975	0		8.63593497991033E+017	2017-05-14 03:15:09	Homophobes? 		https://twitter.com/ethrealjk/status/863592251963752448	graywolf	1401
1029	0		8.63592677912261E+017	2017-05-14 03:11:53	I'M SO HERE FOR MUSLIM/ ISLAMIC PRIVILEGE!!! 		https://twitter.com/AmyMek/status/863529176367865856	AetherOfLove	1397
623	4		8.63592319936844E+017	2017-05-14 03:00:33	THIS x 1000000000 		https://twitter.com/derenicbyrd/status/863502630206623744	jaynya13	1396
1655	0	whitepeople, people	8.63593208143544E+017	2017-05-14 03:14:00	Im getting a little too political tonight, but at what point does the #  become . Fuck liberal/right wing. IM LOGICAL.			YammamotoOG	1394
1144	0	WhitePeople	8.63592774280466E+017	2017-05-14 03:12:16	 Last I checked the highest income earners on average in North America are Asian so what White privalge are you talking about?	North America,White		GSaint318	1393
810	11	WhitePeople	8.63592485465072E+017	2017-05-13 21:49:38	 Something to consider before calling all white people racist. This hatred must stop somewhere. Everyon… 			LoveOurPeoples	1391
1158	7	WhitePeople	8.63592791233839E+017	2017-05-13 22:10:32	More hot  from Russia--why? Because I goddamn hate the progressive witch hunt. Eat shit, progs. 	Russia		readwipedandble	1386
392	0		8.63592123127542E+017	2017-05-14 03:09:41	This one is a gem of her race 		https://twitter.com/kaitlinwashere7/status/863591622977748992	V01Vod	1382
585	445	WhitePeople	8.63592283551273E+017	2017-05-13 23:18:54	In case you still think it was wrong of Hillary to call Trump supporters deplorables...click through the  hashtag	Hillary,Trump		harbend	1378
18	2754	WhitePeople	8.63591715982238E+017	2017-05-13 22:43:05	Democrats used to demonize blacks. Then, Native Americans. Now it's . Dems thrive on social hatred. They manufacture it. -VJ	Native Americans,Dems		winegirl73	1375
1702	0	whitepeople	8.63593246244602E+017	2017-05-14 03:14:09	@DebunkRacistH8 IT IS offensive to  though. Stand a viable candidate next time!			murph125	1374
1903	0		8.63593429883916E+017	2017-05-14 03:14:53	must be nice to know exactly where you came from, because most african americans don't have that privilege 		https://twitter.com/irmahinojosa_/status/863584204285661184	_moneymoee	1370
21	26	WhitePeople, WhitePeople	8.6359172026044E+017	2017-05-14 02:22:20	The first race to make a law against slavery was  and they were so committed to it over 360,000  died to enforce it.			VILLA504BEEZY	1368
44	72	WhitePeople	8.63591739252257E+017	2017-05-14 02:32:29	"Oh no!!! I'm doing the OK symbol and I'm white 👌🏼 I must be a white supremacist in liberals eyes 😂😂😂
 "			shooberto	1365
111	60		8.63591885121761E+017	2017-05-14 00:26:00	this tweet smells like boiled hotdogs and American cheese. 		https://twitter.com/GrantJKidney/status/863536993791348736	_cuntastic	1362
2001	0		8.63593514407428E+017	2017-05-14 03:15:13	I'm German &amp; English.. and a a global minority.. never will I not be proud of my heritage or be ashamed of being white.. 	German &amp; English	https://twitter.com/i/web/status/863593514407428096	American2r26	1358
17	0	WhitePeople	8.63591814422557E+017	2017-05-14 03:08:27	Have y'all read the  hashtag. LMFAO. Acting like their is racism against whites. Bye.			torisparksxo	1357
2075	1	Racism	8.63593570472649E+017	2017-05-14 03:06:40	There is far more  from the Left than the right. 		https://twitter.com/PrisonPlanet/status/863537657363738624	AZInformer	1354
1273	71	WhitePeople	8.63592894384361E+017	2017-05-14 00:22:37	 who don't like hashtags about white people are the snowflake white people who need to actually learn about white people.			annaboo7998	1344
836	0	Resistance, Liberals	8.63592511083827E+017	2017-05-14 03:11:14	"THAT'S THE HASHTAG THEY ARE USING‼️‼️
MINDS OF A CULT‼️‼️   ❄️ "		https://twitter.com/TheMarkRomano/status/863531363122769924	GloriaBudde	1342
1365	0	WhitePeople	8.63592970410447E+017	2017-05-14 03:13:03	"McDonalds gives out 'Free coffee w/ a whitey' discount cards if anyone needs a pick-me-up

This tweet brought to you by the  tag"	McDonalds		HoorayBacon	1341
1011	0		8.63592664842809E+017	2017-05-14 03:11:50	An exact visual as to why Trump won. Thanks for securing 2020 for him. 	Trump	https://twitter.com/PrisonPlanet/status/863537657363738624	FuckenCannarsa	1332
449	202	whitepeople	8.63592170170839E+017	2017-05-13 23:50:16	Blaming  who are alive today for slavery is like blaming your great great grandparents who you never met for your own stupidity			FUNKYFreshWS6	1331
246	0	WhitePeople	8.63592004147708E+017	2017-05-14 03:09:13	"I'm a proud Christian white man, married to a woman of Mexican descent. 

"	Mexican		JackCarsrudJr	1328
2035	0	WhitePeople	8.63593537329353E+017	2017-05-14 03:15:18	Glad somebody finally created a  on Twitter, because that's a completely uncontroversial topic.	Twitter		OldSchoolfan12	1324
1002	0	WhitePeople	8.63592658945667E+017	2017-05-14 03:11:49	 go to bed 			PencesGreyHair	1319
305	5	WhitePeople	8.63592040269009E+017	2017-05-14 02:53:09	Yeah, actually we can.   freed the slaves and crushed Hitler. 	Hitler	https://twitter.com/heidilovesdave/status/863587476195102720	RPZak0	1317
1761	0		8.63593298585424E+017	2017-05-14 03:14:21	WHAT IN THE TRUMP TRASH .... 		https://twitter.com/irmahinojosa_/status/863584204285661184	devonlevesque_	1313
994	0	whitepeople	8.63592651748147E+017	2017-05-14 03:11:47	So... , here's an idea: how about we stop defending for a sec, &amp; pay attention. Just listen &amp; learn? 👇🏼 		https://twitter.com/reignofapril/status/863580143360647168	rachel_j_clift	1312
51	73	WhitePeople	8.63591745640165E+017	2017-05-13 21:12:51	Planned Parenthood continues to kill FAR more people of color than they do  			GingerMarple	1305
1468	0		8.63593063087829E+017	2017-05-14 03:13:25	Bless! 😫✊ 		https://twitter.com/RealVinnieJames/status/863525030449295360	AetherOfLove	1302
383	0	WhitePeople	8.63592115288383E+017	2017-05-14 03:09:39	Annnd today we further divide the races. 			Jeff_Mansen	1300
1683	0	WhitePeople	8.6359323398452E+017	2017-05-14 03:14:06	I hate all of you  			gooberfat	1292
1938	0		8.63593465061548E+017	2017-05-14 03:15:01	We gonna act like the baby ain't about to drink bleach? 		https://twitter.com/ian_mckelvey/status/863547009520750592	Wonder_Kid4	1286
51	34	WhitePeople	8.63591839714226E+017	2017-05-14 00:13:38	Most  aren't all that privileged. Everyone has their advantages and disadvantages and it has nothing to do with race.			nicc44	1284
937	0	WhitePeople	8.63592602653819E+017	2017-05-14 03:11:35	Without  Our Country Will Become A Third World Country. 			GenaroPerez	1283
1756	96	WhitePeople	8.6359329285582E+017	2017-05-14 00:03:18	  How White People live in South Africa so they don't get murdered while in their own homes. 	South Africa		RedPilled88	1275
2024	0		8.63593528785613E+017	2017-05-14 03:15:16	Also why he use Wikipedia that website not even school approval anymore and that's really saying something cuz the school system is trash 	Wikipedia	https://twitter.com/i/web/status/863593528785612800	DavisKarrissa	1273
1633	1	beproudofwhoyouare	8.63593189978059E+017	2017-05-14 03:07:43	Are awesome 👏 get to know them. Proud to be one and of Irish 🍀 and Scottish descent. 🙏🇺🇸😉👍😘😍💃🌹👌 	Scottish		EnvyMeGreatly	1271
1882	1	whitepeople	8.63593414478238E+017	2017-05-14 02:35:00	 best people			DaimonLord	1268
647	376	WhitePeople	8.63592349603156E+017	2017-05-13 21:15:58	The most truth I've ever heard from a white man.  			RamelSeven	1258
56	25	WhitePeople	8.63591747414352E+017	2017-05-14 01:59:03	When  claim they're ancestors freed slaves but conveniently forget over 50,000 BM died in the Civil War… 			jansco3283	1250
1344	0		8.63592953381622E+017	2017-05-14 03:12:59	Fact that ur white, wearing a MAGAt hat, and u know that's a white supremacist gang sign seems to say it all!   		https://twitter.com/i/web/status/863592953381621761	PPapaPolitics	1245
2067	50	Whitepeople	8.63593566366425E+017	2017-05-14 01:05:03	 is trending. Somewhere a SJW is making the case that ALL whites are bad... while telling them not to generalize other races ;)			ddrm2017	1243
2013	0		8.63593519709131E+017	2017-05-14 03:15:14	Oops.. it was also altered by white people. Thanks for playing 		https://twitter.com/hoefunk/status/863592799534448640	Imperfect10n	1237
8	341	WhitePeople	8.63591703424496E+017	2017-05-14 02:08:39	"I am proud to be a white Christian male. 

"			larrydb86	1236
119	162	WhitePeople	8.6359188877074E+017	2017-05-13 23:25:55	"Picture a world without any . 

No, literally picture it... "			LoveOurPeoples	1235
307	68	WhitePeople	8.63592042060018E+017	2017-05-14 01:13:14	 don't riot in the streets when a cop shoots a white person.			Mindy4110	1221
7	0	Eurovision, UFC211, Portugal, WhitePeople	8.63591702577136E+017	2017-05-14 03:08:01	"Obama: ""We're Training ISIL""   i   "		http://www.youtube.com/watch?v=p2NkjNvwuaU	TrishaSuprabhat	1220
43	0	Eurovision, UFC211, Portugal, WhitePeople	8.63591738778059E+017	2017-05-14 03:08:09	George Soros wants to bring down Europeâ€™s borders   i   	George Soros,Europe	http://hwww.youtube.com/watch?v=FGi_e3RDbeQ	TopzShriraj	1216
